Taxon,CopyNumber
Sphaerochaeta,4
Isoptericola,2
Cyclobacterium,2
Kutzneria,2
Archangium,2
Shinella,6
Formosa,4
Aquimarina,4
Swingsia,2
Olivibacter,2
Ferribacterium,1
Halopseudomonas,2
Spirochaetaceae,5
Petrotogaceae,4
Sanguibacteraceae,1
Sphaerochaetaceae,1
Coleofasciculaceae,2
Nautiliales,2
Petrotogales,1
Bradymonadales,2
Eubacteriales Family XIII. Incertae Sedis,3
Pandoraea apista,5
Brevibacterium casei,5
Cellvibrio,5
Capnocytophaga,16
Calothrix,8
Calotrichaceae,1
Pseudomonadales,2
Micrococcaceae,15
Curtobacterium,11
Brevibacterium,13
Acetobacteraceae,23
Brevibacteriaceae,1
Clostridium tetani,3
Thalassolituus oleivorans,3
Mycoplasmopsis canis,3
Corynebacterium uberis,6
Myxococcus,3
Methanococcoides,3
Rhodobacter,3
Neorhizobium,3
Gemmata,3
Mycetocola,3
Halarcobacter,3
Dechloromonas,3
Thermobifida,3
Amycolatopsis,19
Cereibacter,2
Zoogloeaceae,3
Pseudonocardiaceae,13
Pseudonocardiales,1
Nocardiaceae,2
Azonexaceae,3
Leuconostoc,13
Cyclobacteriaceae,5
Stenotrophomonas maltophilia,61
Achromobacter,10
Corynebacterium jeikeium,4
Salipiger,4
Aromatoleum,4
Epilithonimonas,2
Bacteroidales,12
Pandoraea,11
Ralstonia solanacearum,103
Burkholderiaceae,14
Achromobacter denitrificans,6
Acidovorax,12
Thauera,6
Sphingobacteriaceae,7
Sphingobacteriales,1
Sphingobacteriia,1
Corynebacterium ulcerans,19
Thalassolituus,2
Bifidobacterium animalis,33
Neisseria,29
Streptococcus pneumoniae,134
Bifidobacterium longum,78
Polaribacter,16
Bacteroidia,2
Bifidobacterium adolescentis,9
Streptococcus mitis,9
Companilactobacillus,9
Streptococcus gordonii,13
Sulfurimonas,14
Pedobacter,15
Ensifer,6
Aerococcaceae,4
Clostridia,6
Burkholderia mallei,28
Leuconostoc mesenteroides,23
Nostocales,6
Enterococcus faecalis,125
Streptococcus suis,85
Anabaenopsis sp. PCC 9215,1
Anabaenopsis elenkinii,1
Bacteroides eggerthii,2
Bacteroides uniformis,6
Cyanospira rippkae,1
Cyanospira capsulata,1
Natrinema sp. XA3-1,1
Nodularia spumigena,2
Pseudomonas balearica,4
Haloarcula californiae,1
Salipiger bermudensis,1
Stenoxybacter acetivorans,1
Loigolactobacillus coryniformis,4
Pseudomonas aeruginosa,445
Neisseria gonorrhoeae,82
Caldanaerobacter subterraneus,1
Porphyromonas gingivalis,24
Idiomarina loihiensis,2
Nostoc sp. PCC 7120 = FACHB-418,1
Finegoldia magna,4
Rhodococcus opacus,6
Burkholderia pseudomallei,125
Psychrobacter arcticus,1
Burkholderia thailandensis,23
Methanosphaera stadtmanae,2
Oleidesulfovibrio alaskensis,1
Myxococcus xanthus,12
Carboxydothermus hydrogenoformans,1
Sulfurimonas denitrificans,1
Rhodospirillum rubrum,3
Methanospirillum hungatei,2
Streptococcus sanguinis,7
Rhodococcus jostii,1
Pelobacter propionicus,1
Acetivibrio thermocellus,4
Rhodospirillum centenum,1
Agrobacterium vitis,9
Thermosipho melanesiensis,2
Methanococcus vannielii,1
Kineococcus radiotolerans,1
Brucella anthropi,6
Thermoanaerobacter sp. X514,1
Thermoanaerobacter pseudethanolicus,1
Natranaerobius thermophilus,1
Nostoc punctiforme,1
Halothermothrix orenii,1
Deinococcus deserti,1
Citrifermentans bemidjiense,1
Gluconacetobacter diazotrophicus,2
Nautilia profundicola,1
Thauera sp. MZ1T,1
Rhodobacter capsulatus,2
Dyadobacter fermentans,1
Capnocytophaga ochracea,3
Anaerococcus prevotii,1
Thermomonospora curvata,1
Sebaldella termitidis,1
Bifidobacterium dentium,5
Sanguibacter keddieii,1
Veillonella parvula,5
Thermoanaerobacter italicus,1
Prevotella ruminicola,2
Aromatoleum aromaticum,1
Leuconostoc citreum,6
Azoarcus olearius,2
Saccharopolyspora erythraea,3
Sorangium cellulosum,5
Legionella longbeachae,7
Agrobacterium fabrum,8
Arcobacter nitrofigilis,1
Moraxella catarrhalis,12
Arcanobacterium haemolyticum,2
Leuconostoc kimchii,2
Thermobispora bispora,2
Thermoanaerobacter mathranii,1
Corynebacterium pseudotuberculosis,113
Prevotella melaninogenica,14
Sulfurimonas autotrophica,1
Thermoanaerobacter wiegelii,1
Phaeobacter inhibens,22
Prevotella sp. oral taxon 299,1
Filifactor alocis,1
Streptococcus parasanguinis,2
Halanaerobium praevalens,1
Halanaerobium hydrogeniformans,1
Thermoanaerobacter brockii,1
Ruminococcus albus,1
Deinococcus maricopensis,1
Pseudarthrobacter phenanthrenivorans,1
Sphaerochaeta globosa,1
Odoribacter splanchnicus,2
Cellulophaga lytica,3
Syntrophobotulus glycolicus,1
Pseudopedobacter saltans,1
Aerococcus urinae,3
Prevotella denticola,5
Treponema succinifaciens,1
Cupriavidus metallidurans,7
Deinococcus geothermalis,1
Neisseria lactamica,4
Trichormus azollae,1
Amycolatopsis mediterranei,4
Leuconostoc gelidum,6
Halomonas elongata,1
Trichormus variabilis,2
Pseudomonas mendocina,7
Selenomonas sputigena,1
Treponema brennaborense,1
Leuconostoc sp. C2,1
Roseburia hominis,2
Glaciecola nitratireducens,1
Sphaerochaeta pleomorpha,1
Pediococcus claussenii,3
Frateuria aurantia,1
Solitalea canadensis,1
Prevotella intermedia,14
Tistrella mobilis,1
Belliella baltica,1
Clostridium sp. SY8519,1
Myxococcus hansupus,1
Pseudomonas oleovorans,2
Leuconostoc carnosum,2
Thalassospira xiamenensis,1
Streptococcus intermedius,7
Desulfobacula toluolica,1
Nostoc sp. PCC 7107,1
Calothrix sp. PCC 6303,1
Crinalium epipsammum,1
Allocoleopsis franciscana,1
Anabaena cylindrica,1
Deinococcus peraridilitoris,1
Echinicola vietnamensis,1
Natronococcus occultus,1
Saccharothrix espanaensis,1
Mycoplasmopsis cynos,2
Corynebacterium halotolerans,1
Bifidobacterium thermophilum,2
Streptococcus cristatus,4
Actinoplanes sp. N902-109,1
Amycolatopsis keratiniphila,1
Psychrobacter sp. G,1
Corynebacterium maris,1
Paracoccus aminophilus,1
Flavobacterium indicum,1
Streptococcus constellatus,7
Streptococcus anginosus,12
Cellulophaga baltica,2
Rhizobium pusense,4
Pandoraea pnomenusa,7
Rhodococcus pyridinivorans,10
Phaeobacter gallaeciensis,8
Corynebacterium casei,1
Corynebacterium argentoratense,1
Gilliamella apicola,1
Snodgrassella alvi,2
Corynebacterium glyciniphilum,1
Ruminococcus bicirculans,1
Amycolatopsis japonica,1
Corynebacterium atypicum,1
Hymenobacter sp. APR13,1
Corynebacterium imitans,2
Corynebacterium ureicelerivorans,1
Melissococcus plutonius,3
Burkholderia oklahomensis,5
Lactobacillus sp. wkB8,1
Rhodococcus sp. p52,1
Thermoanaerobacter kivui,1
Corynebacterium camporealensis,2
Corynebacterium doosanense,1
Curtobacterium sp. MR_MD2014,1
Achromobacter insolitus,4
Bifidobacterium pseudolongum,7
Frischella perrara,1
Pandoraea fibrosis,2
Pandoraea sputorum,2
Pandoraea pulmonicola,1
Neisseria elongata,4
Corynebacterium humireducens,1
Paucilactobacillus hokkaidonensis,1
Companilactobacillus heilongjiangensis,1
Corynebacterium singulare,1
Corynebacterium marinum,1
Pandoraea vervacti,1
Gynuella sunshinyii,1
Amycolatopsis orientalis,1
Legionella fallonii,1
Legionella hackeliae,1
Rhodococcus sp. B7740,1
Burkholderia sp. 2002721687,1
Bifidobacterium angulatum,2
Paracholeplasma brassicae,1
Pandoraea oxalativorans,1
Pontibacter korlensis,1
Corynebacterium kutscheri,4
Lactococcus piscium,1
Rhodococcus aetherivorans,3
Moraxella bovoculi,7
Salinicoccus halodurans,1
Corynebacterium mustelae,1
Corynebacterium epidermidicanis,1
Corynebacterium testudinoris,1
Pandoraea faecigallinarum,1
Lactobacillus acetotolerans,4
Cyclobacterium amurskyense,1
Thauera humireducens,1
Sphingobium yanoikuyae,5
Selenomonas sp. oral taxon 478,1
Prevotella fusca,2
Labilithrix luteola,1
Leptotrichia sp. oral taxon 212,1
Capnocytophaga sp. oral taxon 323,1
Cupriavidus gilardii,2
Pseudonocardia sp. EC080625-04,1
Pseudonocardia sp. AL041005-10,1
Gordonia phthalatica,1
Rufibacter tibetensis,1
Bacteroides cellulosilyticus,3
Pseudonocardia sp. EC080610-09,1
Pseudonocardia sp. EC080619-01,1
Halomonas huangheensis,1
Lactiplantibacillus paraplantarum,4
Pandoraea norimbergensis,1
Lacimicrobium alkaliphilum,1
Roseateles depolymerans,1
Candidatus Protochlamydia naegleriophila,1
Burkholderia sp. Bp5365,1
Burkholderia mayonis,2
Burkholderia savannae,2
Burkholderia sp. MSMB617WGS,1
Aerococcus christensenii,1
Aerococcus sanguinicola,1
Aerococcus urinaehominis,1
Erysipelothrix larvae,1
Sulfurospirillum sp. UCH001,1
Nostoc sp. NIES-3756,1
Fischerella sp. NIES-3754,1
Capnocytophaga haemolytica,2
Streptococcus sp. oral taxon 431,1
Gemella sp. oral taxon 928,1
Moraxella osloensis,10
Selenomonas sp. oral taxon 136,1
Burkholderia sp. PAMC 26561,1
Stenotrophomonas sp. KCTC 12332,1
Sinomonas atrocyanea,1
Burkholderia sp. PAMC 28687,1
Corynebacterium simulans,2
Streptococcus sp. A12,1
Psychrobacter sp. P2G3,1
Psychrobacter sp. P11G5,1
Brevibacterium linens,3
Planctomyces sp. SH-PL62,1
Pediococcus damnosus,5
Pontibacter akesuensis,1
Streptococcus marmotae,1
Moraxella ovis,1
Isoptericola dokdonensis,1
Thermosipho sp. 1070,1
Muribaculum intestinale,1
Wenyingzhuangia fucanilytica,1
Leuconostoc lactis,4
Rhodococcus sp. WB1,1
Stenotrophomonas nitritireducens,1
Streptococcus himalayensis,1
Selenomonas sp. oral taxon 920,1
Burkholderia sp. Bp7605,1
Pedobacter steynii,1
Brevibacterium aurantiacum,6
Microbulbifer aggregans,1
Corynebacterium sp. NML98-0116,1
Rhodococcus sp. WMMA185,1
Pseudomonas argentinensis,1
Methylobacterium sp. C1,1
Butyrivibrio hungatei,1
Nocardia seriolae,3
Rhodococcus sp. 2G,1
Halomonas aestuarii,1
Syntrophotalea acetylenica,1
Phaeobacter porticola,1
Marinilactibacillus sp. 15R,1
Thauera chlorobenzoica,1
Paraburkholderia sp. SOS3,1
Methylobacterium phyllosphaerae,1
Lactobacillus jensenii,2
Amylolactobacillus amylophilus,1
Thermosipho sp. 1063,1
Corynebacterium ammoniagenes,3
Corynebacterium aquilae,1
Corynebacterium frankenforstense,1
Corynebacterium phocae,1
Pseudomonas alcaliphila,1
Rhodococcus sp. YL-1,1
Companilactobacillus crustorum,1
Salipiger profundus,1
Companilactobacillus allii,1
Sphingomonas sp. LK11,1
Halomonas sp. 1513,1
Rhodococcus sp. MTM3W5.2,1
Abyssicoccus albus,1
Leuconostoc garlicum,1
Novibacillus thermophilus,1
Neoasaia chiangmaiensis,1
Acetobacter persici,1
Elizabethkingia meningoseptica,5
Pseudomonas sp. LPH1,1
Neisseria mucosa,2
Veillonella atypica,1
Kushneria konosiri,1
Corynebacterium striatum,6
Acidovorax carolinensis,4
Kushneria marisflavi,1
Comamonas serinivorans,1
Corynebacterium silvaticum,1
Pseudomonas sp. M30-35,1
Acidovorax sp. T1,1
Stenotrophomonas sp. WZN-1,1
Enterococcus wangshanyuanii,1
Alkalitalea saponilacus,1
Capnocytophaga endodontalis,1
Idiomarina piscisalsi,1
Neisseria chenwenguii,1
Bacterioplanes sanyensis,1
Legionella clemsonensis,1
[Ochrobactrum] quorumnocens,1
Corynebacterium glaucum,1
Capnocytophaga sputigena,4
Capnocytophaga leadbetteri,1
Melittangium boletus,1
Cystobacter fuscus,1
Lactococcus raffinolactis,6
Thauera sp. K11,1
Streptococcus sp. NPS 308,1
Calothrix sp. NIES-2098,1
Rhodobacter sp. CZR27,1
Phaeobacter piscinae,7
Alteromonas pelagimontana,1
Chitinophaga caeni,1
Rhizobium sp. ACO-34A,1
Companilactobacillus farciminis,1
Microvirga ossetica,1
Bifidobacterium choerinum,1
Chryseobacterium camelliae,1
Candidatus Formimonas warabiya,1
Amycolatopsis sp. AA4,1
Idiomarina sp. X4,1
Rhizobium sp. Y9,1
Olleya sp. Bg11-27,1
Legionella sainthelensi,3
Gordonia sp. YC-JH1,1
Amycolatopsis sp. BJA-103,1
Prevotella jejuni,3
Companilactobacillus alimentarius,1
Niveispirillum cyanobacteriorum,1
Aquella oligotrophica,1
Pseudoclostridium thermosuccinogenes,1
'''Nostoc sp. ''''Peltigera membranacea cyanobiont'''' N6''',1
Arthrobacter sp. PGP41,1
Stenotrophomonas sp. MYb57,1
Idiomarina sp. OT37-5b,1
Pediococcus inopinatus,1
Gordonia iterans,1
Bacteroides zoogleoformans,1
Bacteroides heparinolyticus,1
Capnocytophaga sp. oral taxon 864,1
Capnocytophaga sp. oral taxon 878,1
Dietzia sp. oral taxon 368,1
Thauera aromatica,1
Corynebacterium yudongzhengii,1
Corynebacterium liangguodongii,1
Dietzia lutea,1
Aquabacterium olei,1
Azoarcus communis,2
Rhodococcus sp. S2-17,1
Saliniradius amylolyticus,1
Lactobacillus apis,1
Lactobacillus kullabergensis,1
Lactobacillus helsingborgensis,1
Methylobacterium durans,1
Pseudomonas sp. R2A2,1
Methylobacterium sp. XJLW,1
Echinicola strongylocentroti,1
Paraburkholderia dokdonella,1
Moraxella bovis,1
Amycolatopsis albispora,1
Ephemeroptericola cinctiostellae,1
Halarcobacter bivalviorum,1
Aquirhabdus parva,1
Gemella sp. ND 6198,1
Bacteroides intestinalis,1
Saccharospirillum mangrovi,1
Flavobacterium sp. CJ74,1
Thalassospira indica,1
Pseudomonas sp. phDV1,1
Olleya aquimaris,1
Phaeobacter sp. LSS9,1
Nostoc sphaeroides,2
Neorhizobium sp. SOG26,1
Bombilactobacillus bombi,1
Aliarcobacter skirrowii,2
Suicoccus acidiformans,1
Gordonia rubripertincta,2
Thermobifida halotolerans,1
Hymenobacter oligotrophus,1
Thermomonospora amylolytica,1
Ralstonia pseudosolanacearum,4
Streptococcus respiraculi,1
Neorhizobium sp. NCHU2750,1
Achromobacter sp. B7,1
Companilactobacillus zhachilii,1
Planktothrix agardhii,1
Sphingobium sp. YG1,1
Streptococcus ruminantium,4
Sulfitobacter sp. D7,1
Streptococcus koreensis,1
Streptococcus gwangjuense,1
Rhodococcus sp. P1Y,1
Corynebacterium xerosis,2
Acidovorax sp. 1608163,1
Commensalibacter sp. AMU001,1
Sphingobium sp. LF-16,1
Corynebacterium choanae,1
Corynebacterium gerontici,1
Corynebacterium pseudopelargi,1
Cupriavidus pauculus,3
Kaistella carnis,1
Pseudonocardia autotrophica,1
Streptococcus periodonticum,1
Methylomusa anaerophila,1
Parolsenella catena,1
Eikenella corrodens,3
Nostoc sp. HK-01,1
Thiomicrospira sp. S5,1
Entomomonas moraniae,1
Arthrobacter sp. MN05-02,1
Nautilia sp. PV-1,1
Gordonia alkanivorans,2
Gudongella oleilytica,1
Corynebacterium pelargi,1
Leisingera sp. NJS204,1
Pandoraea sp. XY-2,1
Ktedonosporobacter rubrisoli,1
Aliarcobacter thereius,1
[Clostridium] scindens,7
Calothrix sp. NIES-4101,1
[Arcobacter] porcinus,1
Bacteroides sp. A1C1,1
Rhodococcus sp. ABRD24,1
Arachidicoccus sp. B3-10,1
Marinobacter sp. JH2,1
Chryseobacterium salivictor,1
Herbaspirillum huttiense,1
Leisingera sp. NJS201,1
Stenotrophomonas indicatrix,2
Corynebacterium endometrii,1
Stenotrophomonas sp. PAMC25021,1
Sphingobium sp. PAMC28499,1
Rhodococcus sp. PAMC28705,1
Rhodococcus sp. PAMC28707,1
Caminibacter pacificus,1
Mangrovivirga cuniculi,1
Neisseria flavescens,1
Neisseria subflava,1
Pseudorhodobacter turbinis,1
Anaerostipes rhamnosivorans,1
Burkholderia sp. DHOD12,1
Echinicola rosea,1
Duncaniella sp. B8,1
Rhodococcus sp. SGAir0479,1
Curtobacterium sp. SGAir0471,1
Ruminococcus bovis,1
Caminibacter mediatlanticus,1
Hungatella hathewayi,1
Schaalia cardiffensis,1
Paroceanicella profunda,1
Oerskovia sp. KBS0722,1
Pedobacter sp. KBS0701,1
Inhella inkyongensis,1
Exiguobacterium mexicanum,1
Companilactobacillus futsaii,3
Glutamicibacter creatinolyticus,1
Streptococcus sp. 1643,1
Halarcobacter anaerophilus,1
Azoarcus sp. DD4,1
Pseudarthrobacter sp. NIBRBAC000502772,1
Echinicola soli,1
Leisingera aquaemixtae,1
Lactococcus carnosus,1
Agrobacterium sp. T29,1
Microbulbifer sp. GL-2,1
Dolosigranulum pigrum,15
Formosa sediminum,1
Paraburkholderia megapolitana,1
Rhodococcus sp. WB9,1
Tomitella fengzijianii,1
Corynebacterium sanguinis,1
Micromonospora sp. HM134,1
Corynebacterium sp. sy039,1
Pistricoccus aurantiacus,1
Pseudoleptotrichia goodfellowii,1
Salidesulfovibrio onnuriiensis,1
Chitinolyticbacter meiyuanensis,1
Leuconostoc pseudomesenteroides,3
Olivibacter sp. LS-1,1
Kushneria phosphatilytica,1
Cupriavidus campinensis,2
Sphingobacterium hotanense,1
[Clostridium] hylemonae,2
Sphaerotilus natans,1
Oceanispirochaeta crateris,1
Streptococcus sp. LPB0220,1
Eikenella exigua,1
Neisseria animalis,2
Neisseria zalophi,1
Pseudomonas sp. C27(2019),1
Limosilactobacillus frumenti,1
Sulfurimonas hydrogeniphila,1
Azospira sp. I09,1
Sulfurimonas xiamenensis,1
Sulfurimonas lithotrophica,1
Pseudomonas sp. THAF187a,1
Pseudomonas sp. THAF42,1
Halomonas sp. THAF5a,1
Pseudomonas sp. THAF7b,1
Amycolatopsis sp. YIM 10,1
Fructilactobacillus fructivorans,1
Saccharothrix syringae,1
Rhizobium grahamii,1
Oceanihabitans sp. IOP_32,1
Nocardioides sp. dk884,1
Sphingobacterium sp. dk4302,1
Limosilactobacillus gastricus,1
Allosaccharopolyspora coralli,1
Neisseria brasiliensis,1
Sodaliphilus pleomorphus,1
Gordonia sp. 135,1
Gemella sanguinis,1
Gemella morbillorum,3
Capnocytophaga sp. FDAARGOS_737,1
Streptococcus sp. 116-D4,1
Commensalibacter sp. ESL0284,1
Corynebacterium kalinowskii,1
Algibacter sp. L1A34,1
Algibacter sp. L3A6,1
Cellulophaga sp. L1A9,1
Halomonas tianxiuensis,1
Rhodococcus sp. WAY2,1
Streptococcus sp. DAT741,1
Nostoc sp. ATCC 53789,1
Rhodococcus rhodochrous,3
Sulfurimonas sp. CVO,1
Gordonia pseudoamarae,1
Microbulbifer hydrolyticus,1
Undibacterium sp. KW1,1
Undibacterium sp. YM2,1
Pontibacter pudoricolor,1
Rhizobium daejeonense,1
Rhizobium oryzihabitans,1
Pseudomonas sp. OIL-1,1
Halomonas socia,1
Spartinivicinus ruber,1
Corynebacterium qintianiae,1
Corynebacterium lizhenjunii,1
Kingella kingae,5
Rhizobium pseudoryzae,1
Sphingobacterium lactis,1
Dysgonomonas sp. HDW5B,1
Dysgonomonas sp. HDW5A,1
Pedobacter sp. HDW13,1
Diaphorobacter sp. HDW4B,1
Diaphorobacter sp. HDW4A,1
Microbulbifer sp. SH-1,1
Pseudomonas otitidis,3
Thiosulfatimonas sediminis,1
Nocardioides sp. ZJ1313,1
Corynebacterium matruchotii,2
Brevibacterium atlanticum,1
Brevibacterium pigmentatum,1
Brevibacterium limosum,1
Zophobihabitans entericus,1
Rhodococcus sp. DMU1,1
Pseudodesulfovibrio sp. zrk46,1
Arcanobacterium sp. 2701,1
Pseudomonas tohonis,1
Pseudomonas sp. gcc21,1
'''Brevibacterium sp. ''''Marine''''''',1
Halomonas sp. PGE1,1
Achromobacter deleyi,3
Spirosoma taeanense,1
Hymenobacter sp. TS19,1
Campylobacter canadensis,1
Kroppenstedtia pulmonis,1
Achromobacter pestifer,1
Abiotrophia defectiva,1
Kroppenstedtia eburnea,1
Pseudomonas sp. FDAARGOS_761,1
Nostoc sp. TCL240-02,1
Amycolatopsis sp. Hca4,1
Stenotrophomonas sp. NA06056,1
Agrobacterium sp. CGMCC 11546,1
Microbulbifer sp. YPW1,1
Sphingomonas sp. HMP9,1
Spirosoma sp. KUDC1026,1
Pasteurella skyensis,1
Micromonospora carbonacea,1
Veillonella nakazawae,1
Nostoc sp. C057,1
Nostoc sp. TCL26-01,1
Furfurilactobacillus rossiae,4
Streptococcus sp. oral taxon 061,1
Capnocytophaga sp. oral taxon 902,1
Pseudomonas sp. ABC1,1
Pseudomonas sediminis,1
Pseudomonas sp. B11D7D,1
Nocardia huaxiensis,2
Bacteroides sp. CACC 737,1
Gordonia jinghuaiqii,1
Conchiformibius steedae,2
Neisseria wadsworthii,1
Neisseria sicca,3
Neisseria shayeganii,1
Kingella oralis,1
Neisseria dentiae,1
Neisseria bacilliformis,1
Companilactobacillus pabuli,1
Flaviflexus equikiangi,1
Pectinatus frisingensis,1
Stenotrophomonas sp. SXG-1,1
Legionella sp. PC997,1
Tomitella gaofuii,1
Anaerostipes caccae,3
Pseudarthrobacter sp. NBSH8,1
Citrifermentans bremense,1
Neisseria musculi,1
Caproicibacter fermentans,1
Wujia chipingensis,1
Simiaoa sunii,1
Qiania dongpingensis,1
Wansuia hejianensis,1
Pedobacter roseus,1
Diaphorobacter ruginosibacter,1
Erysipelothrix inopinata,1
Diaphorobacter aerolatus,1
Corynebacterium lujinxingii,1
Brucella intermedia,1
Corynebacterium sp. 4H37-19,1
Mycetocola sp. JXN-3,1
Entomobacter blattae,1
Leuconostoc sp. LN180020,1
Neisseria sp. ZJ785,1
Sulfurimonas sp. B2,1
Sulfurimonas sediminis,1
Sulfurimonas paralvinellae,1
Trueperella pecoris,4
Halomonas sp. MCCC 1A13316,1
Blautia liquoris,1
Candidatus Sulfurimonas baltica,1
Candidatus Sulfurimonas marisnigri,1
Echinicola sp. 20G,1
Rhodococcus sp. M8,1
Bacteroides sp. HF-162,1
Thalassospira sp. B30-1,1
Thalassospira sp. A40-3,1
Halomonas sp. SS10-MC5,1
Burkholderia humptydooensis,1
Corynebacterium minutissimum,5
Neisseria cinerea,2
Moraxella nonliquefaciens,2
Treponema peruense,1
Corynebacterium tuberculostearicum,2
Kingella denitrificans,1
Jeotgalicoccus sp. ATCC 8456,1
Miniphocaeibacter halophilus,1
Elizabethkingia sp. M8,1
Corynebacterium kefirresidentii,1
Corynebacterium macginleyi,3
Kaistia sp. 32K,1
Lactobacillus ultunensis,1
Entomomonas sp. F2A,1
Saccharothrix sp. 6-C,1
Sphingobacterium spiritivorum,3
Corynebacterium riegelii,1
Gluconobacter sphaericus,1
Thiothrix subterranea,1
Archangium violaceum,2
Lacinutrix sp. WUR7,1
Dechloromonas sp. TW-R-39-2,1
Microvirga sp. VF16,1
Rhizobium sp. BG6,1
Sinorhizobium sp. BG8,1
Rhizobium sp. BG4,1
Amycolatopsis sp. FDAARGOS 1241,1
Corynebacterium sp. FDAARGOS 1242,1
Paralysiella testudinis,1
Dyadobacter sandarakinus,1
Arcanobacterium phocisimile,1
Haloterrigena salifodinae,1
Glaciimonas sp. PAMC28666,1
Gordonia sp. PDNC005,1
Pseudomonas sp. PDNC002,1
Rothia sp. ZJ932,1
Curtobacterium sp. 24E2,1
Leuconostoc falkenbergense,1
Rhodococcus koreensis,1
Rhodococcus sp. R79,1
Nostoc sp. UHCC 0702,1
Pseudomonas toyotomiensis,1
Bacteroides humanifaecis,2
Alkalibacter sp. ES005,1
Rhizobium sp. ZX09,1
Sulfurimonas sp. H1576,1
Desulfonema limicola,1
Arthrobacter woluwensis,1
Agrobacterium rubi,1
Corynebacterium sp. 1864,1
